medal_id,country_medal,city,discipline_title,participant_type,event_gender,medal_type
m10416,Bulgaria,moscow,Gymnastics Artistic,Athlete,Women,GOLD
m10417,Bulgaria,moscow,Gymnastics Artistic,Athlete,Women,SILVER
m10418,Bulgaria,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10419,Bulgaria,seoul,Gymnastics Artistic,Athlete,Men,GOLD
m10420,Bulgaria,seoul,Gymnastics Artistic,Athlete,Men,SILVER
m10421,Bulgaria,sydney,Gymnastics Artistic,Athlete,Men,BRONZE
m10422,Bulgaria,sydney,Gymnastics Artistic,Athlete,Women,GOLD
m10423,Canada,athens,Gymnastics Artistic,Athlete,Women,SILVER
m10424,Croatia,beijing,Gymnastics Artistic,Athlete,Women,BRONZE
m10425,Slovakia,amsterdam,Gymnastics Artistic,Athlete,Women,GOLD
m10426,Slovakia,amsterdam,Gymnastics Artistic,Athlete,Women,SILVER
m10427,Slovakia,amsterdam,Gymnastics Artistic,Athlete,Women,BRONZE
m10428,Slovakia,amsterdam,Gymnastics Artistic,Athlete,Men,GOLD
m10429,Slovakia,amsterdam,Gymnastics Artistic,GameTeam,Men,SILVER
m10430,Slovakia,berlin,Gymnastics Artistic,Athlete,Men,BRONZE
m10431,Slovakia,berlin,Gymnastics Artistic,GameTeam,Men,GOLD
m10432,Slovakia,helsinki,Gymnastics Artistic,GameTeam,Men,SILVER
m10433,Slovakia,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10434,Slovakia,london,Gymnastics Artistic,Athlete,Women,GOLD
m10435,Slovakia,london,Gymnastics Artistic,Athlete,Women,SILVER
m10436,Slovakia,london,Gymnastics Artistic,GameTeam,Women,BRONZE
m10437,Slovakia,melbourne,Gymnastics Artistic,Athlete,Men,GOLD
m10438,Slovakia,mexico city,Gymnastics Artistic,Athlete,Men,SILVER
m10439,Slovakia,mexico city,Gymnastics Artistic,Athlete,Men,BRONZE
m10440,Slovakia,mexico city,Gymnastics Artistic,Athlete,Women,GOLD
m10441,Slovakia,mexico city,Gymnastics Artistic,Athlete,Women,SILVER
m10442,Slovakia,mexico city,Gymnastics Artistic,Athlete,Women,BRONZE
m10443,Slovakia,mexico city,Gymnastics Artistic,GameTeam,Women,GOLD
m10444,Slovakia,moscow,Gymnastics Artistic,Athlete,Women,SILVER
m10445,Slovakia,paris,Gymnastics Artistic,Athlete,Women,BRONZE
m10446,Slovakia,paris,Gymnastics Artistic,Athlete,Women,GOLD
m10447,Slovakia,paris,Gymnastics Artistic,Athlete,Women,SILVER
m10448,Slovakia,paris,Gymnastics Artistic,Athlete,Women,BRONZE
m10449,Slovakia,paris,Gymnastics Artistic,Athlete,Women,GOLD
m10450,Slovakia,paris,Gymnastics Artistic,Athlete,Women,SILVER
m10451,Slovakia,paris,Gymnastics Artistic,Athlete,Women,BRONZE
m10452,Slovakia,paris,Gymnastics Artistic,Athlete,Women,GOLD
m10453,Slovakia,paris,Gymnastics Artistic,Athlete,Women,SILVER
m10454,Slovakia,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10455,Slovakia,rome,Gymnastics Artistic,GameTeam,Men,GOLD
m10456,Slovakia,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10457,Slovakia,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10458,Slovakia,tokyo,Gymnastics Artistic,Athlete,Men,GOLD
m10459,Slovakia,tokyo,Gymnastics Artistic,GameTeam,Men,SILVER
m10460,North Korea,barcelona,Gymnastics Artistic,Athlete,Men,BRONZE
m10461,North Korea,beijing,Gymnastics Artistic,Athlete,Men,GOLD
m10462,North Korea,rio,Gymnastics Artistic,Athlete,Men,SILVER
m10463,Denmark,antwerp,Gymnastics Artistic,GameTeam,Men,BRONZE
m10464,Denmark,antwerp,Gymnastics Artistic,GameTeam,Men,GOLD
m10465,Denmark,stockholm,Gymnastics Artistic,GameTeam,Men,SILVER
m10466,Denmark,stockholm,Gymnastics Artistic,GameTeam,Men,BRONZE
m10467,Germany,montreal,Gymnastics Artistic,Athlete,Women,GOLD
m10468,Finland,amsterdam,Gymnastics Artistic,Athlete,Women,SILVER
m10469,Finland,berlin,Gymnastics Artistic,Athlete,Women,BRONZE
m10470,Finland,berlin,Gymnastics Artistic,GameTeam,Men,GOLD
m10471,Finland,helsinki,Gymnastics Artistic,GameTeam,Men,SILVER
m10472,Finland,london,Gymnastics Artistic,GameTeam,Men,BRONZE
m10473,Finland,london,Gymnastics Artistic,Athlete,Men,GOLD
m10474,Finland,london,Gymnastics Artistic,Athlete,Men,SILVER
m10475,Finland,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10476,Finland,london,Gymnastics Artistic,Athlete,Women,GOLD
m10477,Finland,london,Gymnastics Artistic,Athlete,Women,SILVER
m10478,Finland,london,Gymnastics Artistic,Athlete,Women,BRONZE
m10479,Finland,london,Gymnastics Artistic,Athlete,Men,GOLD
m10480,Finland,london,Gymnastics Artistic,Athlete,Men,SILVER
m10481,Finland,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10482,Finland,london,Gymnastics Artistic,GameTeam,Men,GOLD
m10483,Finland,los angeles,Gymnastics Artistic,Athlete,Men,SILVER
m10484,Finland,los angeles,Gymnastics Artistic,Athlete,Men,BRONZE
m10485,Finland,los angeles,Gymnastics Artistic,Athlete,Women,GOLD
m10486,Finland,los angeles,Gymnastics Artistic,Athlete,Women,SILVER
m10487,Finland,los angeles,Gymnastics Artistic,GameTeam,Women,BRONZE
m10488,Finland,melbourne,Gymnastics Artistic,GameTeam,Women,GOLD
m10489,Finland,mexico city,Gymnastics Artistic,Athlete,Women,SILVER
m10490,Finland,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10491,Finland,stockholm,Gymnastics Artistic,GameTeam,Men,GOLD
m10492,Finland,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10493,France,antwerp,Gymnastics Artistic,Athlete,Men,BRONZE
m10494,France,antwerp,Gymnastics Artistic,Athlete,Women,GOLD
m10495,France,antwerp,Gymnastics Artistic,GameTeam,Women,SILVER
m10496,France,athens,Gymnastics Artistic,Athlete,Women,BRONZE
m10497,France,beijing,Gymnastics Artistic,Athlete,Men,GOLD
m10498,France,beijing,Gymnastics Artistic,Athlete,Men,SILVER
m10499,France,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10500,France,london,Gymnastics Artistic,Athlete,Men,GOLD
m10501,France,los angeles,Gymnastics Artistic,Athlete,Men,SILVER
m10502,France,montreal,Gymnastics Artistic,Athlete,Men,BRONZE
m10503,France,paris,Gymnastics Artistic,Athlete,Women,GOLD
m10504,France,paris,Gymnastics Artistic,Athlete,Women,SILVER
m10505,France,paris,Gymnastics Artistic,Athlete,Women,BRONZE
m10506,France,paris,Gymnastics Artistic,Athlete,Men,GOLD
m10507,France,paris,Gymnastics Artistic,Athlete,Men,SILVER
m10508,France,paris,Gymnastics Artistic,Athlete,Men,BRONZE
m10509,France,paris,Gymnastics Artistic,Athlete,Men,GOLD
m10510,France,paris,Gymnastics Artistic,Athlete,Men,SILVER
m10511,France,paris,Gymnastics Artistic,GameTeam,Men,BRONZE
m10512,France,stockholm,Gymnastics Artistic,Athlete,Men,GOLD
m10513,France,sydney,Gymnastics Artistic,Athlete,Men,SILVER
m10514,France,sydney,Gymnastics Artistic,Athlete,Men,BRONZE
m10515,Germany,mexico city,Gymnastics Artistic,Athlete,Women,GOLD
m10516,Germany,mexico city,Gymnastics Artistic,Athlete,Women,SILVER
m10517,Germany,mexico city,Gymnastics Artistic,GameTeam,Women,BRONZE
m10518,Germany,mexico city,Gymnastics Artistic,GameTeam,Women,GOLD
m10519,Germany,montreal,Gymnastics Artistic,Athlete,Women,SILVER
m10520,Germany,montreal,Gymnastics Artistic,Athlete,Women,BRONZE
m10521,Germany,montreal,Gymnastics Artistic,GameTeam,Men,GOLD
m10522,Germany,montreal,Gymnastics Artistic,GameTeam,Men,SILVER
m10523,Germany,moscow,Gymnastics Artistic,Athlete,Men,BRONZE
m10524,Germany,moscow,Gymnastics Artistic,Athlete,Men,GOLD
m10525,Germany,moscow,Gymnastics Artistic,Athlete,Men,SILVER
m10526,Germany,moscow,Gymnastics Artistic,Athlete,Men,BRONZE
m10527,Germany,moscow,Gymnastics Artistic,Athlete,Women,GOLD
m10528,Germany,moscow,Gymnastics Artistic,Athlete,Women,SILVER
m10529,Germany,moscow,Gymnastics Artistic,Athlete,Women,BRONZE
m10530,Germany,moscow,Gymnastics Artistic,Athlete,Men,GOLD
m10531,Germany,moscow,Gymnastics Artistic,Athlete,Men,SILVER
m10532,Germany,moscow,Gymnastics Artistic,GameTeam,Men,BRONZE
m10533,Germany,moscow,Gymnastics Artistic,GameTeam,Men,GOLD
m10534,Germany,munich,Gymnastics Artistic,Athlete,Men,SILVER
m10535,Germany,munich,Gymnastics Artistic,Athlete,Men,BRONZE
m10536,Germany,munich,Gymnastics Artistic,Athlete,Women,GOLD
m10537,Germany,munich,Gymnastics Artistic,Athlete,Women,SILVER
m10538,Germany,munich,Gymnastics Artistic,Athlete,Women,BRONZE
m10539,Germany,munich,Gymnastics Artistic,Athlete,Women,GOLD
m10540,Germany,munich,Gymnastics Artistic,Athlete,Women,SILVER
m10541,Germany,munich,Gymnastics Artistic,GameTeam,Women,BRONZE
m10542,Germany,munich,Gymnastics Artistic,GameTeam,Women,GOLD
m10543,Germany,seoul,Gymnastics Artistic,Athlete,Women,SILVER
m10544,Germany,seoul,Gymnastics Artistic,Athlete,Women,BRONZE
m10545,Germany,seoul,Gymnastics Artistic,Athlete,Men,GOLD
m10546,Germany,seoul,Gymnastics Artistic,Athlete,Men,SILVER
m10547,Germany,seoul,Gymnastics Artistic,Athlete,Men,BRONZE
m10548,Germany,seoul,Gymnastics Artistic,Athlete,Men,GOLD
m10549,Germany,seoul,Gymnastics Artistic,GameTeam,Men,SILVER
m10550,Germany,seoul,Gymnastics Artistic,GameTeam,Men,BRONZE
m10551,Germany,athens,Gymnastics Artistic,Athlete,Women,GOLD
m10552,Germany,athens,Gymnastics Artistic,Athlete,Women,SILVER
m10553,Germany,athens,Gymnastics Artistic,Athlete,Women,BRONZE
m10554,Germany,athens,Gymnastics Artistic,Athlete,Men,GOLD
m10555,Germany,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10556,Germany,athens,Gymnastics Artistic,Athlete,Men,BRONZE
m10557,Germany,athens,Gymnastics Artistic,Athlete,Men,GOLD
m10558,Germany,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10559,Germany,athens,Gymnastics Artistic,GameTeam,Men,BRONZE
m10560,Germany,athens,Gymnastics Artistic,GameTeam,Men,GOLD
m10561,Germany,atlanta,Gymnastics Artistic,Athlete,Men,SILVER
m10562,Germany,barcelona,Gymnastics Artistic,Athlete,Men,BRONZE
m10563,Germany,barcelona,Gymnastics Artistic,Athlete,Women,GOLD
m10564,Germany,barcelona,Gymnastics Artistic,Athlete,Women,SILVER
m10565,Germany,beijing,Gymnastics Artistic,Athlete,Women,BRONZE
m10566,Germany,beijing,Gymnastics Artistic,Athlete,Men,GOLD
m10567,Germany,berlin,Gymnastics Artistic,Athlete,Men,SILVER
m10568,Germany,berlin,Gymnastics Artistic,Athlete,Men,BRONZE
m10569,Germany,berlin,Gymnastics Artistic,Athlete,Women,GOLD
m10570,Germany,berlin,Gymnastics Artistic,Athlete,Women,SILVER
m10571,Germany,berlin,Gymnastics Artistic,Athlete,Women,BRONZE
m10572,Germany,berlin,Gymnastics Artistic,Athlete,Men,GOLD
m10573,Germany,berlin,Gymnastics Artistic,Athlete,Men,SILVER
m10574,Germany,berlin,Gymnastics Artistic,Athlete,Men,BRONZE
m10575,Germany,berlin,Gymnastics Artistic,Athlete,Men,GOLD
m10576,Germany,berlin,Gymnastics Artistic,Athlete,Men,SILVER
m10577,Germany,berlin,Gymnastics Artistic,Athlete,Men,BRONZE
m10578,Germany,berlin,Gymnastics Artistic,GameTeam,Men,GOLD
m10579,Germany,berlin,Gymnastics Artistic,GameTeam,Men,SILVER
m10580,Germany,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10581,Germany,london,Gymnastics Artistic,Athlete,Women,GOLD
m10582,Germany,london,Gymnastics Artistic,Athlete,Women,SILVER
m10583,Germany,london,Gymnastics Artistic,Athlete,Women,BRONZE
m10584,Germany,melbourne,Gymnastics Artistic,Athlete,Women,GOLD
m10585,Germany,rio,Gymnastics Artistic,Athlete,Women,SILVER
m10586,Germany,rio,Gymnastics Artistic,Athlete,Women,BRONZE
m10587,Germany,st louis,Gymnastics Artistic,Athlete,Men,GOLD
m10588,Germany,st louis,Gymnastics Artistic,Athlete,Men,SILVER
m10589,Germany,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10590,Germany,tokyo,Gymnastics Artistic,GameTeam,Men,GOLD
m10591,United Kingdom,amsterdam,Gymnastics Artistic,GameTeam,Men,SILVER
m10592,United Kingdom,beijing,Gymnastics Artistic,Athlete,Men,BRONZE
m10593,United Kingdom,london,Gymnastics Artistic,Athlete,Women,GOLD
m10594,United Kingdom,london,Gymnastics Artistic,Athlete,Women,SILVER
m10595,United Kingdom,london,Gymnastics Artistic,Athlete,Women,BRONZE
m10596,United Kingdom,london,Gymnastics Artistic,Athlete,Men,GOLD
m10597,United Kingdom,london,Gymnastics Artistic,GameTeam,Men,SILVER
m10598,United Kingdom,rio,Gymnastics Artistic,Athlete,Men,BRONZE
m10599,United Kingdom,rio,Gymnastics Artistic,Athlete,Women,GOLD
m10600,United Kingdom,rio,Gymnastics Artistic,Athlete,Women,SILVER
m10601,United Kingdom,rio,Gymnastics Artistic,Athlete,Women,BRONZE
m10602,United Kingdom,rio,Gymnastics Artistic,Athlete,Men,GOLD
m10603,United Kingdom,rio,Gymnastics Artistic,Athlete,Men,SILVER
m10604,United Kingdom,stockholm,Gymnastics Artistic,GameTeam,Men,BRONZE
m10605,Greece,athens,Gymnastics Artistic,GameTeam,Men,GOLD
m10606,Greece,athens,Gymnastics Artistic,GameTeam,Men,SILVER
m10607,Greece,athens,Gymnastics Artistic,Athlete,Men,BRONZE
m10608,Greece,athens,Gymnastics Artistic,Athlete,Women,GOLD
m10609,Greece,athens,Gymnastics Artistic,Athlete,Women,SILVER
m10610,Greece,athens,Gymnastics Artistic,Athlete,Women,BRONZE
m10611,Greece,athens,Gymnastics Artistic,GameTeam,Men,GOLD
m10612,Greece,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10613,Greece,atlanta,Gymnastics Artistic,Athlete,Men,SILVER
m10614,Greece,rio,Gymnastics Artistic,Athlete,Men,GOLD
m10615,Greece,sydney,Gymnastics Artistic,Athlete,Men,SILVER
m10616,Hungary,atlanta,Gymnastics Artistic,Athlete,Men,BRONZE
m10617,Hungary,barcelona,Gymnastics Artistic,Athlete,Men,GOLD
m10618,Hungary,barcelona,Gymnastics Artistic,Athlete,Men,SILVER
m10619,Hungary,berlin,Gymnastics Artistic,GameTeam,Men,BRONZE
m10620,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,GOLD
m10621,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,SILVER
m10622,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10623,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,GOLD
m10624,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,SILVER
m10625,Hungary,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10626,Hungary,helsinki,Gymnastics Artistic,GameTeam,Women,GOLD
m10627,Hungary,helsinki,Gymnastics Artistic,GameTeam,Women,SILVER
m10628,Hungary,london,Gymnastics Artistic,Athlete,Women,SILVER
m10629,Hungary,london,Gymnastics Artistic,Athlete,Men,GOLD
m10630,Hungary,london,Gymnastics Artistic,Athlete,Men,SILVER
m10631,Hungary,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10632,Hungary,london,Gymnastics Artistic,GameTeam,Women,GOLD
m10633,Hungary,london,Gymnastics Artistic,GameTeam,Women,SILVER
m10634,Hungary,london,Gymnastics Artistic,Athlete,Women,BRONZE
m10635,Hungary,los angeles,Gymnastics Artistic,Athlete,Women,GOLD
m10636,Hungary,los angeles,Gymnastics Artistic,Athlete,Women,SILVER
m10637,Hungary,los angeles,Gymnastics Artistic,Athlete,Women,BRONZE
m10638,Hungary,los angeles,Gymnastics Artistic,Athlete,Women,GOLD
m10639,Hungary,melbourne,Gymnastics Artistic,Athlete,Women,SILVER
m10640,Hungary,melbourne,Gymnastics Artistic,Athlete,Women,BRONZE
m10641,Hungary,melbourne,Gymnastics Artistic,Athlete,Women,GOLD
m10642,Hungary,melbourne,Gymnastics Artistic,Athlete,Women,SILVER
m10643,Hungary,melbourne,Gymnastics Artistic,Athlete,Women,BRONZE
m10644,Hungary,melbourne,Gymnastics Artistic,GameTeam,Women,BRONZE
m10645,Hungary,melbourne,Gymnastics Artistic,GameTeam,Women,GOLD
m10646,Hungary,montreal,Gymnastics Artistic,Athlete,Women,SILVER
m10647,Hungary,montreal,Gymnastics Artistic,Athlete,Women,BRONZE
m10648,Hungary,moscow,Gymnastics Artistic,Athlete,Men,GOLD
m10649,Hungary,moscow,Gymnastics Artistic,GameTeam,Men,SILVER
m10650,Hungary,munich,Gymnastics Artistic,GameTeam,Men,BRONZE
m10651,Hungary,seoul,Gymnastics Artistic,Athlete,Men,BRONZE
m10652,Hungary,stockholm,Gymnastics Artistic,GameTeam,Men,BRONZE
m10653,Hungary,sydney,Gymnastics Artistic,Athlete,Men,GOLD
m10654,Hungary,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10655,Hungary,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10656,Italy,amsterdam,Gymnastics Artistic,Athlete,Women,GOLD
m10657,Italy,amsterdam,Gymnastics Artistic,GameTeam,Women,SILVER
m10658,Italy,antwerp,Gymnastics Artistic,Athlete,Women,SILVER
m10659,Italy,antwerp,Gymnastics Artistic,GameTeam,Men,GOLD
m10660,Italy,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10661,Italy,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10662,Italy,atlanta,Gymnastics Artistic,Athlete,Women,GOLD
m10663,Italy,london,Gymnastics Artistic,Athlete,Women,SILVER
m10664,Italy,london,Gymnastics Artistic,Athlete,Women,BRONZE
m10665,Italy,los angeles,Gymnastics Artistic,Athlete,Women,BRONZE
m10666,Italy,los angeles,Gymnastics Artistic,Athlete,Women,BRONZE
m10667,Italy,los angeles,Gymnastics Artistic,Athlete,Men,GOLD
m10668,Italy,los angeles,Gymnastics Artistic,Athlete,Men,SILVER
m10669,Italy,los angeles,Gymnastics Artistic,Athlete,Men,BRONZE
m10670,Italy,los angeles,Gymnastics Artistic,Athlete,Men,BRONZE
m10671,Italy,los angeles,Gymnastics Artistic,GameTeam,Women,GOLD
m10672,Italy,paris,Gymnastics Artistic,Athlete,Women,SILVER
m10673,Italy,paris,Gymnastics Artistic,Athlete,Women,BRONZE
m10674,Italy,paris,Gymnastics Artistic,GameTeam,Women,GOLD
m10675,Italy,rome,Gymnastics Artistic,Athlete,Women,SILVER
m10676,Italy,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10677,Italy,rome,Gymnastics Artistic,GameTeam,Men,GOLD
m10678,Italy,stockholm,Gymnastics Artistic,Athlete,Men,SILVER
m10679,Italy,stockholm,Gymnastics Artistic,Athlete,Men,BRONZE
m10680,Italy,stockholm,Gymnastics Artistic,GameTeam,Men,GOLD
m10681,Italy,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10682,Italy,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10683,Italy,tokyo,Gymnastics Artistic,Athlete,Men,GOLD
m10684,Japan,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10685,Japan,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10686,Japan,athens,Gymnastics Artistic,Athlete,Men,GOLD
m10687,Japan,athens,Gymnastics Artistic,GameTeam,Men,SILVER
m10688,Japan,barcelona,Gymnastics Artistic,Athlete,Men,BRONZE
m10689,Japan,barcelona,Gymnastics Artistic,Athlete,Women,GOLD
m10690,Japan,barcelona,Gymnastics Artistic,GameTeam,Women,GOLD
m10691,Japan,beijing,Gymnastics Artistic,Athlete,Women,BRONZE
m10692,Japan,beijing,Gymnastics Artistic,GameTeam,Men,GOLD
m10693,Japan,helsinki,Gymnastics Artistic,Athlete,Men,SILVER
m10694,Japan,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10695,Japan,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10696,Japan,helsinki,Gymnastics Artistic,Athlete,Men,BRONZE
m10697,Japan,london,Gymnastics Artistic,Athlete,Women,GOLD
m10698,Japan,london,Gymnastics Artistic,Athlete,Women,SILVER
m10699,Japan,london,Gymnastics Artistic,GameTeam,Women,BRONZE
m10700,Japan,los angeles,Gymnastics Artistic,Athlete,Men,GOLD
m10701,Japan,los angeles,Gymnastics Artistic,Athlete,Men,GOLD
m10702,Japan,los angeles,Gymnastics Artistic,Athlete,Men,BRONZE
m10703,Japan,los angeles,Gymnastics Artistic,Athlete,Women,GOLD
m10704,Japan,los angeles,Gymnastics Artistic,Athlete,Women,SILVER
m10705,Japan,los angeles,Gymnastics Artistic,Athlete,Women,BRONZE
m10706,Japan,los angeles,Gymnastics Artistic,Athlete,Men,GOLD
m10707,Japan,los angeles,Gymnastics Artistic,Athlete,Men,GOLD
m10708,Japan,los angeles,Gymnastics Artistic,GameTeam,Men,BRONZE
m10709,Japan,melbourne,Gymnastics Artistic,Athlete,Men,BRONZE
m10710,Japan,melbourne,Gymnastics Artistic,Athlete,Women,GOLD
m10711,Japan,melbourne,Gymnastics Artistic,Athlete,Women,SILVER
m10712,Japan,melbourne,Gymnastics Artistic,Athlete,Women,BRONZE
m10713,Japan,melbourne,Gymnastics Artistic,Athlete,Men,GOLD
m10714,Japan,melbourne,Gymnastics Artistic,Athlete,Men,GOLD
m10715,Japan,melbourne,Gymnastics Artistic,Athlete,Men,GOLD
m10716,Japan,melbourne,Gymnastics Artistic,Athlete,Women,GOLD
m10717,Japan,melbourne,Gymnastics Artistic,Athlete,Women,SILVER
m10718,Japan,melbourne,Gymnastics Artistic,Athlete,Women,BRONZE
m10719,Japan,melbourne,Gymnastics Artistic,GameTeam,Women,GOLD
m10720,Japan,mexico city,Gymnastics Artistic,Athlete,Women,SILVER
m10721,Japan,mexico city,Gymnastics Artistic,Athlete,Women,BRONZE
m10722,Japan,mexico city,Gymnastics Artistic,Athlete,Women,BRONZE
m10723,Japan,mexico city,Gymnastics Artistic,Athlete,Men,GOLD
m10724,Japan,mexico city,Gymnastics Artistic,Athlete,Men,SILVER
m10725,Japan,mexico city,Gymnastics Artistic,Athlete,Men,BRONZE
m10726,Japan,mexico city,Gymnastics Artistic,Athlete,Men,GOLD
m10727,Japan,mexico city,Gymnastics Artistic,Athlete,Men,SILVER
m10728,Japan,mexico city,Gymnastics Artistic,Athlete,Men,BRONZE
m10729,Japan,mexico city,Gymnastics Artistic,Athlete,Women,GOLD
m10730,Japan,mexico city,Gymnastics Artistic,Athlete,Women,SILVER
m10731,Japan,mexico city,Gymnastics Artistic,GameTeam,Women,BRONZE
m10732,Japan,montreal,Gymnastics Artistic,Athlete,Men,GOLD
m10733,Japan,montreal,Gymnastics Artistic,Athlete,Men,GOLD
m10734,Japan,montreal,Gymnastics Artistic,Athlete,Men,BRONZE
m10735,Japan,montreal,Gymnastics Artistic,Athlete,Women,GOLD
m10736,Japan,montreal,Gymnastics Artistic,Athlete,Women,SILVER
m10737,Japan,montreal,Gymnastics Artistic,Athlete,Women,BRONZE
m10738,Japan,montreal,Gymnastics Artistic,Athlete,Men,GOLD
m10739,Japan,montreal,Gymnastics Artistic,Athlete,Men,SILVER
m10740,Japan,montreal,Gymnastics Artistic,Athlete,Men,BRONZE
m10741,Japan,montreal,Gymnastics Artistic,GameTeam,Men,GOLD
m10742,Japan,munich,Gymnastics Artistic,Athlete,Men,SILVER
m10743,Japan,munich,Gymnastics Artistic,Athlete,Men,BRONZE
m10744,Japan,munich,Gymnastics Artistic,Athlete,Men,GOLD
m10745,Japan,munich,Gymnastics Artistic,Athlete,Men,SILVER
m10746,Japan,munich,Gymnastics Artistic,Athlete,Men,BRONZE
m10747,Japan,munich,Gymnastics Artistic,Athlete,Men,BRONZE
m10748,Japan,munich,Gymnastics Artistic,Athlete,Women,GOLD
m10749,Japan,munich,Gymnastics Artistic,Athlete,Women,SILVER
m10750,Japan,munich,Gymnastics Artistic,Athlete,Women,BRONZE
m10751,Japan,munich,Gymnastics Artistic,Athlete,Men,GOLD
m10752,Japan,munich,Gymnastics Artistic,Athlete,Men,SILVER
m10753,Japan,munich,Gymnastics Artistic,Athlete,Men,BRONZE
m10754,Japan,munich,Gymnastics Artistic,Athlete,Women,GOLD
m10755,Japan,munich,Gymnastics Artistic,Athlete,Women,SILVER
m10756,Japan,munich,Gymnastics Artistic,Athlete,Women,BRONZE
m10757,Japan,munich,Gymnastics Artistic,GameTeam,Men,GOLD
m10758,Japan,rio,Gymnastics Artistic,Athlete,Men,SILVER
m10759,Japan,rio,Gymnastics Artistic,Athlete,Men,BRONZE
m10760,Japan,rio,Gymnastics Artistic,GameTeam,Women,GOLD
m10761,Japan,rome,Gymnastics Artistic,Athlete,Women,SILVER
m10762,Japan,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10763,Japan,rome,Gymnastics Artistic,Athlete,Women,GOLD
m10764,Japan,rome,Gymnastics Artistic,Athlete,Women,SILVER
m10765,Japan,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10766,Japan,rome,Gymnastics Artistic,Athlete,Women,GOLD
m10767,Japan,rome,Gymnastics Artistic,Athlete,Women,GOLD
m10768,Japan,rome,Gymnastics Artistic,Athlete,Women,BRONZE
m10769,Japan,rome,Gymnastics Artistic,GameTeam,Men,GOLD
m10770,Japan,seoul,Gymnastics Artistic,Athlete,Men,GOLD
m10771,Japan,seoul,Gymnastics Artistic,GameTeam,Men,BRONZE
m10772,Japan,tokyo,Gymnastics Artistic,Athlete,Men,GOLD
m10773,Japan,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10774,Japan,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10775,Japan,tokyo,Gymnastics Artistic,Athlete,Men,GOLD
m10776,Japan,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10777,Japan,tokyo,Gymnastics Artistic,Athlete,Men,BRONZE
m10778,Japan,tokyo,Gymnastics Artistic,Athlete,Men,GOLD
m10779,Japan,tokyo,Gymnastics Artistic,Athlete,Men,SILVER
m10780,Japan,tokyo,Gymnastics Artistic,GameTeam,Men,SILVER
m10781,Japan,tokyo,Gymnastics Artistic,GameTeam,Men,SILVER
m10782,Latvia,athens,Gymnastics Artistic,Athlete,Men,SILVER
m10783,Latvia,sydney,Gymnastics Artistic,Athlete,Men,GOLD
m10784,Netherlands,amsterdam,Gymnastics Artistic,GameTeam,Men,BRONZE
m10785,Netherlands,london,Gymnastics Artistic,Athlete,Men,BRONZE
m10786,Netherlands,rio,Gymnastics Artistic,Athlete,Women,GOLD
m10787,Norway,antwerp,Gymnastics Artistic,GameTeam,Women,GOLD
m10788,Norway,london,Gymnastics Artistic,GameTeam,Women,BRONZE
m10789,Norway,stockholm,Gymnastics Artistic,GameTeam,Men,GOLD
m10790,Norway,stockholm,Gymnastics Artistic,GameTeam,Men,GOLD
m10791,China,athens,Gymnastics Artistic,Athlete,Men,BRONZE
m10792,China,athens,Gymnastics Artistic,Athlete,Women,GOLD
m10793,China,athens,Gymnastics Artistic,Athlete,Women,SILVER
m10794,China,atlanta,Gymnastics Artistic,Athlete,Women,SILVER
